Wiki ID	Document	People	Places	PER BORN	PLACE BORN	Student ID
1129654	Mitchell Elias Daniels Jr. ( born April 7 , 1949 ) is an American academic administrator , businessman , author , and retired politician who served as the 49th Governor of Indiana , from 2005 to 2013 , and a Republican . Since 2013 Daniels has been president of Purdue University . Born in Monongahela , Pennsylvania , Daniels is a graduate of Princeton University , and received his Juris Doctor from Georgetown University Law Center after studying briefly at the Indiana University Robert H. McKinney School of Law . Daniels began his career working as an assistant to Richard Lugar , working as his chief of staff in the Senate from 1977 to 1982 , and was appointed executive director of the National Republican Senatorial Committee when Lugar was chairman from 1983 to 1984 .	Daniels; Juris Doctor; Lugar; Richard Lugar; Daniels; Mitchell Elias Daniels Jr.	Monongahela; Indiana; Pennsylvania; Indiana			
193737	Benazir Bhutto ( ; 21 June 1953 – 27 December 2007 ) was a Pakistani politician who served as Prime Minister of Pakistan from 1988 to 1990 and again from 1993 to 1996 . She was the first woman to head a democratic government in a Muslim majority nation . Ideologically a liberal and a secularist , she chaired or co-chaired the centre-left Pakistan Peoples Party ( PPP ) from the early 1980s until her assassination in 2007 . Of mixed Sindhi and Kurdish parentage , Bhutto was born in Karachi to a politically important , wealthy aristocratic family .	Sindhi; Benazir Bhutto; Bhutto	Karachi; Pakistan			
3356	William Jefferson Clinton ( born August 19 , 1946 ) is an American politician who served as the 42nd President of the United States from January 20 , 1993 , to January 20 , 2001 . Prior to the presidency , he was the Governor of Arkansas from 1979 to 1981 , and again from 1983 to 1992 . A member of the Democratic Party , Clinton was ideologically a New Democrat and many of his policies reflected a centrist `` Third Way '' political philosophy . Clinton was born and raised in Arkansas and attended Georgetown University , University College , Oxford , and Yale Law School .	Clinton; Clinton; William Jefferson Clinton	Arkansas; the United States; Arkansas			
41537761	Henry Michell Wagner ( 1792–1870 ) was a Church of England clergyman who was Vicar of Brighton between 1824 and 1870 . He was a descendant of Melchior Wagner , hatmaker to the Royal Family , and married into a wealthy Sussex family who had a longstanding ecclesiastical connection with Brighton . Wagner paid for and oversaw the building of five churches in the rapidly growing seaside resort , and `` dominated religious life in the town '' with his forceful personality and sometimes controversial views and actions . His son Arthur Wagner ( 1824–1902 ) continued the family 's close association with Brighton .	Vicar; Sussex; Arthur Wagner; Henry Michell Wagner	Brighton; Brighton; Brighton			
299696	Mikhail Borisovich Khodorkovsky ( , ; born 26 June 1963 ) is an exiled Russian businessman , philanthropist and former oligarch , now resident in Switzerland . In 2003 , Khodorkovsky was believed to be the wealthiest man in Russia ( with a fortune estimated to be worth $ 15 billion ) and was ranked 16th on `` Forbes '' list of billionaires . He had worked his way up the Komsomol apparatus during the Soviet years , and started several businesses during the period of `` glasnost '' and `` perestroika '' in the late 1980s . After the dissolution of the Soviet Union , in the mid-1990s , he accumulated considerable wealth by obtaining control of a number of Siberian oil fields unified under the name Yukos , one of the major companies to emerge from the privatization of state assets during the 1990s ( a scheme known as `` Loans for Shares '' ) .	Mikhail Borisovich Khodorkovsky; Khodorkovsky	Russia; Switzerland; the Soviet Union			
354576	Matthew Moore Hardy ( born September 23 , 1974 ) is an American professional wrestler currently signed to WWE . Along with his real-life brother Jeff , Matt gained notoriety in WWF 's tag team division due to the Hardys ' participation in Tables , Ladders and Chairs matches . As a tag team wrestler , he is a 13-time world tag team champion , having held six World Tag Team Championships , three Raw Tag Team Championships , one ROH World Tag Team Championship , one WCW Tag Team Championship and two TNA World Tag Team Championships . Wrestling in three separate decades , Hardy has managed to keep himself relevant through a variety of different gimmicks , character changes as well as his use of social media .	Matt; Matthew Moore Hardy; Jeff	Hardys; Ladders; Tables			
19729467	Franklin Pierce ( November 23 , 1804 – October 8 , 1869 ) was the 14th President of the United States ( 1853–1857 ) , a northern Democrat who saw the abolitionist movement as a fundamental threat to the unity of the nation . He alienated anti-slavery groups by championing and signing the Kansas–Nebraska Act and enforcing the Fugitive Slave Act ; yet he failed to stem conflict between North and South , setting the stage for Southern secession and the American Civil War . Pierce was born in New Hampshire , and served in the U.S. House of Representatives and the Senate until he resigned from the Senate in 1842 . His private law practice in New Hampshire was a success , and he was appointed U.S. Attorney for his state in 1845 .	Franklin Pierce	the United States; Kansas; North; New Hampshire; New Hampshire; U.S.			
69880	Napoléon Bonaparte ( ; ; 15 August 1769 – 5 May 1821 ) was a Corsican statesman and military leader who rose to prominence during the French Revolution and led several successful campaigns during the French Revolutionary Wars . He was Emperor of the French from 1804 until 1814 and again briefly in 1815 during the Hundred Days . Napoleon dominated European and global affairs for more than a decade while leading France against a series of coalitions in the Napoleonic Wars . He won most of these wars and the vast majority of his battles , building a large empire that ruled over continental Europe before its final collapse in 1815 .	Napoléon Bonaparte	France			
205247	Michael James Owen ( born 14 December 1979 ) is an English former footballer who played as a striker for Liverpool , Real Madrid , Newcastle United , Manchester United and Stoke City , as well as for the England national team . Since retiring from football , he has become a racehorse breeder and owner . The son of former footballer Terry Owen , Owen was born in Chester and began his senior career at Liverpool in 1996 . He progressed through the Liverpool youth team and scored on his debut in May 1997 .	Owen; Michael James Owen; Terry Owen	Liverpool; Stoke City; Liverpool; England; Chester; Newcastle United			
365602	Thaddeus Stevens ( April 4 , 1792 – August 11 , 1868 ) was a member of the United States House of Representatives from Pennsylvania and one of the leaders of the Radical Republican faction of the Republican Party during the 1860s . A fierce opponent of slavery and discrimination against African-Americans , Stevens sought to secure their rights during Reconstruction , in opposition to President Andrew Johnson . As chairman of the House Ways and Means Committee during the American Civil War , he played a leading role , focusing his attention on defeating the Confederacy , financing the war with new taxes and borrowing , crushing the power of slave owners , ending slavery , and securing equal rights for the Freedmen . Stevens was born in rural Vermont , in poverty , and with a club foot , which left him with a permanent limp .	Andrew Johnson; Thaddeus Stevens; Stevens; Stevens	Vermont; the United States; Pennsylvania			
71421	Manuel Antonio Noriega Moreno ( ; February 11 , 1934 – May 29 , 2017 ) was a Panamanian politician and military officer who was the `` de facto '' ruler of Panama from 1983 to 1989 . He had longstanding ties to United States intelligence agencies ; however , he was removed from power by the U.S. invasion of Panama . Born in Panama City to a poor mestizo family , Noriega studied at the Chorrillos Military School in Lima and at the School of the Americas . He became an officer in the Panamanian army , and rose through the ranks in alliance with Omar Torrijos .	Noriega; Omar Torrijos; Manuel Antonio Noriega Moreno	United States; U.S.; Lima; Panama; Panama City; Panama			
19283265	Nelson Aldrich Rockefeller ( July 8 , 1908 – January 26 , 1979 ) was an American businessman and politician who served as the 41st Vice President of the United States from 1974 to 1977 , and previously as the 49th Governor of New York ( 1959–1973 ) . He also served as Assistant Secretary of State for American Republic Affairs for Presidents Franklin D. Roosevelt and Harry S. Truman ( 1944–1945 ) as well as Under-Secretary of Health , Education and Welfare under Dwight D. Eisenhower ( 1953–1954 ) . A member of the wealthy Rockefeller family , he was a noted art collector and served as administrator of Rockefeller Center in Manhattan , New York . Rockefeller was a Republican who was often considered to be liberal , progressive , or moderate .	Harry S. Truman; Dwight D. Eisenhower; Franklin D. Roosevelt; Nelson Aldrich Rockefeller	Manhattan; New York; New York; the United States			
28291766	Clarence Thomas ( born June 23 , 1948 ) is an American judge , lawyer , and government official who currently serves as an Associate Justice of the Supreme Court of the United States . He is currently the most senior associate justice on the Court following the retirement of Anthony Kennedy . Thomas succeeded Thurgood Marshall and is the second African American to serve on the Court . Among the current members of the Court he is the longest-serving justice , with a tenure of days ( ) as of .	Thurgood Marshall; Thomas; Anthony Kennedy; Thomas	the United States			
24148454	Arsène Wenger ( ; born 22 October 1949 ) is a French football manager and former player . He was the manager of Arsenal from 1996 to 2018 , where he was the longest-serving and most successful in club history . His contribution to English football through changes to scouting , players ' training and diet regimens revitalised Arsenal and aided the globalisation of the sport in the 21st century . Born in Strasbourg and raised in Duttlenheim to an entrepreneurial family , Wenger was introduced to football by his father , the manager of the local village team .	Arsène Wenger; Wenger	Duttlenheim; Strasbourg			
180727	Erich von Manstein ( 24 November 1887 – 9 June 1973 ) was a German commander of the Wehrmacht , Nazi Germany 's armed forces during the Second World War . He attained the rank of field marshal . Born into an aristocratic Prussian family with a long history of military service , Manstein joined the army at a young age and saw service on both the Western and Eastern Front during the First World War ( 1914–18 ) . He rose to the rank of captain by the end of the war and was active in the inter-war period helping Germany rebuild her armed forces .	Manstein; Erich von Manstein; Wehrmacht	Germany; Germany			
151475	Sir Edward Coke ( `` cook '' , formerly ; 1 February 1552 – 3 September 1634 ) was an English barrister , judge , and politician who is considered to be the greatest jurist of the Elizabethan and Jacobean eras . Born into a middle-class family , Coke was educated at Trinity College , Cambridge , before leaving to study at the Inner Temple , where he was called to the Bar on 20 April 1578 . As a barrister he took part in several notable cases , including `` Slade 's Case '' , before earning enough political favour to be elected to Parliament , where he served first as Solicitor General and then as Speaker of the House of Commons . Following a promotion to Attorney General he led the prosecution in several notable cases , including those against Robert Devereux , Sir Walter Raleigh , and the Gunpowder Plot conspirators .	Edward Coke; Robert Devereux; Walter Raleigh	Cambridge; Jacobean			16432649
25715594	Tale Ognenovski ( ) ( April 27 , 1922 – June 19 , 2012 ) was a Macedonian multi-instrumentalist who played clarinet , recorder , tin whistle , bagpipe , zurna , and drums . He composed or arranged `` 300 instrumental compositions '' : Macedonian folk dances , jazz compositions , and classical concerts . On January 27 , 1956 , he performed at Carnegie Hall in New York City as a clarinet and reed pipe ( recorder ) soloist of the Macedonian State Ensemble of Folk Dances and Songs . For this Carnegie Hall concert `` The New York Times '' music critic John Martin , wrote two articles : `` Ballet : Yugoslav Folk Art ; 'Tanec ' Dancers Appear at Carnegie Hall in Display of Tremendous Skill '' `` , published on January 28 , 1956 , and `` The Dance : Folk Art ; Group From Yugoslavia In Impressive Debut Learning vs. Magic No Macedonian Monopoly The Week 's Events '' , published on February 5 , 1956 .	Tremendous Skill ''; Tale Ognenovski; Ballet; John Martin	New York City			16432649
13656044	Kathleen Mary Margaret `` Kathy '' Dunderdale , ( née Warren ; February 1952 ) is a Canadian politician who served as the tenth Premier of Newfoundland and Labrador , Canada , from December 3 , 2010 , to January 24 , 2014 . Dunderdale was born and raised in Burin ; before entering politics she worked in the fields of community development , communications , fisheries and social work . Her first foray into politics was as a member of the Burin town council , where she served as deputy mayor . She was also a Progressive Conservative Party ( PC ) candidate in the 1993 general election and served as President of the PC Party .	Kathleen Mary Margaret	Warren; Canada; Labrador; Burin; Burin; Newfoundland	Kathleen Mary Margaret	Burin	16432649
32633759	Flight Lieutenant Dominic Bruce ( 7 June 1915 – 12 February 2000 ) was a British Royal Air Force officer , known as the `` Medium Sized Man . '' He has been described as `` the most ingenious escaper '' of World War II . During the Second World War he made seventeen attempts at escaping from POW camps , including several attempts to escape from Colditz Castle , a castle that housed prisoners of war `` deemed incorrigible . '' Famed for his time in Colditz , Bruce also escaped from Spangenberg Castle and the Warburg POW camp .	Dominic Bruce; Bruce	Warburg			16432649
235309	Maureen O'Hara ( born Maureen FitzSimons ; 17 August 192024 October 2015 ) was an Irish-American actress and singer . O'Hara was a famous redhead who was known for playing fiercely passionate but sensible heroines , often in westerns and adventure films . On numerous occasions , she worked with director John Ford and longtime friend John Wayne . O'Hara was one of the last surviving stars from the Golden Age of Hollywood .	O'Hara; Maureen FitzSimons; O'Hara; John Ford; John Wayne; Maureen O'Hara	Hollywood			16432649
2733283	Abdolhossein Teymūrtāsh ( ; 1883–1933 ) was an influential Iranian statesman who served as the first Minister of Court of the Pahlavi Dynasty from 1925 to 1932 , and is credited with playing a crucial role in laying the foundations of modern Iran in the 20th century . Introduction . Abdolhossein Teymourtash ( Sardar Moazam Khorasani ) , a distinguished and influential Iranian politician of the 20th century , was born in Bojnord , Khorasan , to a prominent family , and received his formal education in Tsarist Russia , at the exclusive Imperial Nikolaev Military Academy in Saint Petersburg . He spoke fluent Persian , French , Russian , and German .	Abdolhossein Teymūrtāsh; Sardar; Abdolhossein Teymourtash	Khorasan; Saint Petersburg; Iran; Bojnord	Abdolhossein Teymūrtāsh	Bojnord	16432649
1388019	He competed from 1996 to 2007 and 2009 to 2015 , and made a one-fight comeback in 2017 . During his career , he held multiple world titles in five weight classes and the lineal championship in four weight classes ( twice at welterweight ) , and retired with an undefeated record . As an amateur , Mayweather won a bronze medal in the featherweight division at the 1996 Olympics , three U.S. Golden Gloves championships ( at light flyweight , flyweight , and featherweight ) , and the U.S. national championship at featherweight . Mayweather is a two-time winner of `` The Ring '' magazine 's Fighter of the Year award ( 1998 and 2007 ) , a three-time winner of the Boxing Writers Association of America Fighter of the Year award ( 2007 , 2013 , and 2015 ) , and a six-time winner of the Best Fighter ESPY Award ( 2007–2010 , 2012–2014 ) .	Mayweather; Mayweather	U.S.; U.S.			16432649
1103138	Jacob Gedleyihlekisa Zuma ( ; born 12 April 1942 ) is a South African politician who served as the fourth President of South Africa from the 2009 general election until his resignation on 14 February 2018 . Zuma is also referred to by his initials JZ and his clan name Msholozi . Zuma served as Deputy President of South Africa from 1999 to 2005 , but was dismissed by President Thabo Mbeki in 2005 after Zuma 's financial adviser , Schabir Shaik , was convicted of soliciting a bribe for Zuma . Zuma was nonetheless elected President of the African National Congress ( ANC ) on 18 December 2007 after defeating Mbeki at the ANC conference in Polokwane .	Zuma; Zuma; Zuma; Zuma; Jacob Gedleyihlekisa Zuma; Msholozi; JZ; Zuma	South Africa; Polokwane; South Africa; Thabo Mbeki			16432649
26713474	Richard John Santorum ( born May 10 , 1958 ) is an American attorney , author , politician , and political commentator . A member of the Republican Party , he served as a United States Senator from Pennsylvania from 1995 to 2007 and was the Senate 's third-ranking Republican from 2001 to 2007 . He ran as a candidate for the 2012 Republican Party presidential nomination , finishing second to Mitt Romney . Santorum was elected as a United States Senator from Pennsylvania in 1994 .	Richard John Santorum; Mitt Romney	a United States; Pennsylvania; a United States; Pennsylvania			16432649
16894	Kylie Ann Minogue ( ; born 28 May 1968 ) is an Australian-British singer and actress . She achieved recognition starring in the Australian soap opera `` Neighbours '' , where she played tomboy mechanic Charlene Robinson . Appearing in the series for two years , Minogue 's character married Scott Robinson ( Jason Donovan ) in an episode viewed by nearly 20 million people in the United Kingdom , making it one of the most watched Australian TV episodes ever . Since then , Minogue has been a recording artist and has achieved commercial success and critical acclaim in the entertainment industry .	Kylie Ann Minogue; Charlene Robinson; Scott Robinson; Jason Donovan	the United Kingdom			16432649
81455	William Henry Seward ( May 16 , 1801 – October 10 , 1872 ) was United States Secretary of State from 1861 to 1869 , and earlier served as Governor of New York and United States Senator . A determined opponent of the spread of slavery in the years leading up to the American Civil War , he was a dominant figure in the Republican Party in its formative years , and was praised for his work on behalf of the Union as Secretary of State during the American Civil War . Seward was born in Florida , Orange County , New York , where his father was a farmer and owned slaves . He was educated as a lawyer and moved to the Central New York town of Auburn .	William Henry Seward; Seward	New York; United States; New York; Florida; New York; United States; Auburn; Orange County	Seward	Florida	24485122
45782	Spencer Bonaventure Tracy ( April 5 , 1900 – June 10 , 1967 ) was an American actor , noted for his natural style and versatility . One of the major stars of Hollywood 's Golden Age , Tracy won two Academy Awards for Best Actor from nine nominations , sharing the record for nominations in that category with Laurence Olivier . Tracy first discovered his talent for acting while attending Ripon College , and he later received a scholarship for the American Academy of Dramatic Arts . He spent seven years in the theatre , working in a succession of stock companies and intermittently on Broadway .	Spencer Bonaventure Tracy; Laurence Olivier	Tracy; Hollywood			24485122
61279	John Wayne Gacy Jr. ( March 17 , 1942 – May 10 , 1994 ) was an American serial killer and rapist . He sexually assaulted , tortured and murdered at least 33 teenage boys and young men between 1972 and 1978 in Cook County , Illinois ( a part of metropolitan Chicago ) . All of Gacy 's known murders were committed inside his Norwood Park ranch house . His victims were typically induced to his address by force or deception , and all but one of his victims were murdered by either asphyxiation or strangulation with a makeshift tourniquet ; his first victim was stabbed to death .	Gacy; John Wayne Gacy Jr.	Cook County; Illinois; Chicago			24485122
8158173	Ahmad Pasha al-Jazzar ( ; ; ca . 1720–30s7 May 1804 ) was the Acre-based Ottoman governor of Sidon from 1776 until his death in 1804 . During this period , he also simultaneously served four terms as the governor of Damascus , a total of nine years . Al-Jazzar was a Bosnian of obscure origins .	Al-Jazzar; Ahmad Pasha al-Jazzar; Acre	Sidon; Damascus			24485122
396803	Dirk Werner Nowitzki ( ) ( born June 19 , 1978 ) is a German professional basketball player for the Dallas Mavericks of the National Basketball Association ( NBA ) . An alumnus of Röntgen Gymnasium and the DJK Würzburg basketball club , Nowitzki was chosen as the ninth pick in the 1998 NBA draft by the Milwaukee Bucks and was immediately traded to the Mavericks , where he has played since . Listed at , Nowitzki is considered one of the greatest power forwards of all time . Nowitzki has led the Mavericks to 15 NBA playoff appearances ( 2001–2012 ; 2014–2016 ) , including the franchise 's first Finals appearance in 2006 and its only NBA championship in 2011 .	Dirk Werner Nowitzki; Nowitzki; Nowitzki; Nowitzki	Würzburg			24485122
69577	Charles Albert ( ; 2 October 1798 – 28 July 1849 ) was the King of Sardinia from 27 April 1831 to 23 March 1849 . His name is bound up with the first Italian constitution , the Albertine Statute , and with the First Italian War of Independence ( 1848–1849 ) . During the Napoleonic period , he resided in France , where he received a liberal education . As Prince of Carignano in 1821 , he granted and then withdrew his support for a rebellion which sought to force Victor Emmanuel I to institute a constitutional monarchy .	Victor Emmanuel; Charles Albert	Sardinia; France			24485122
543848	Donald Allan Dunstan , AC , QC ( 21 September 1926 – 6 February 1999 ) was a South Australian politician . He entered politics as the Member for Norwood in 1953 , became leader of the South Australian Branch of the Australian Labor Party in 1967 , and was Premier of South Australia between June 1967 and April 1968 , and again between June 1970 and February 1979 . Dunstan 's father was a shop manager for the Morris Hedstrom chain in Fiji . However , from an early age Don was educated in Australia , and grew up as part of the Adelaide establishment .	Don; Donald Allan Dunstan	South Australia; Australia; the South Australian Branch; Dunstan; Fiji			24485122
34212051	John Lawrence McKenzie ( October 9 , 1910 – March 2 , 1991 ) was born on October 9 , 1910 , in Brazil , Indiana , the first of the six children of Myra ( Daly ) and Harry McKenzie . John McKenzie became the premier Catholic Biblical scholar of the mid-twentieth century ; indeed , John Courtney Murray , SJ , wrote that John McKenzie was `` the best Catholic theologian he knew of in the United States . '' John McKenzie was interested in the Jesuits from an early age . At some significant sacrifice to his family , he was enrolled in a Jesuit boarding high school in St. Mary ’ s , Kansas , where he came first in his class three out of his four years there .	John McKenzie; John Lawrence McKenzie; Harry McKenzie; Daly; John McKenzie; Myra; SJ; Catholic Biblical; John McKenzie; John Courtney Murray	the United States; Kansas; Brazil; Indiana; St. Mary ’	John Lawrence McKenzie	Brazil	24485122
12454	Edward Gough Whitlam ( ; 11 July 191621 October 2014 ) was the 21st Prime Minister of Australia , serving from 1972 to 1975 . The Leader of the Labor Party from 1967 to 1977 , Whitlam led his party to power for the first time in 23 years at the 1972 election . He won the 1974 election before being controversially dismissed by the Governor-General of Australia , Sir John Kerr , at the climax of the 1975 Australian constitutional crisis . Whitlam remains the only Australian prime minister to have his commission terminated in that manner .	Whitlam; The Leader of; Whitlam; John Kerr; Edward Gough Whitlam	Australia; Australia			24485122
1790526	Henry Codman Potter ( May 25 , 1834 – July 21 , 1908 ) was a bishop of the Episcopal Church of the United States . He was the seventh Bishop of the Episcopal Diocese of New York . Potter was `` more praised and appreciated , perhaps , than any public man in New York City 's long list of great citizens '' . Lack of biographical materials .	Henry Codman Potter	New York; the United States; New York City 's			24485122
24824350	Andrzej Grzegorczyk ( ; 22 August 1922 – 20 March 2014 ) was a Polish logician , mathematician , philosopher , and ethicist noted for his work in computability , mathematical logic , and the foundations of mathematics . Historical family background . Andrzej Grzegorczyk 's foundational family background has its origins in the intellectual , religious , patriotic , and nationalist traditions at least of the Duchy of Warsaw , the Congress Poland , the Second Polish Republic , and the Polish People 's Republic . This historical luggage was foundational for his life and work in the communist Poland , assured him the system safety against tough repressions by the state authorities , which affected many Polish intellectuals and academicians .	Andrzej Grzegorczyk 's; Andrzej Grzegorczyk	Warsaw; Poland; the Second Polish Republic; Duchy; Poland			
8025663	Toby Flenderson ( born in 1971 ) is a fictional character on the U.S. comedy television series , `` The Office '' . He is portrayed by the show 's writer , director , producer and showrunner Paul Lieberstein , and is an original character with no equivalent in `` The Office '' ( UK TV series ) . Overview . Toby Flenderson is the human resources representative for the Scranton branch of paper distributor Dunder Mifflin/Sabre .	Paul Lieberstein; Toby Flenderson; Dunder Mifflin; Toby Flenderson	U.S.; UK; Scranton			
19379	Mohandas Karamchand Gandhi ( ; ; 2 October 1869 – 30 January 1948 ) was an Indian activist who was the leader of the Indian independence movement against British rule . Employing nonviolent civil disobedience , Gandhi led India to independence and inspired movements for civil rights and freedom across the world . The honorific Mahātmā ( Sanskrit : `` high-souled '' , `` venerable '' ) – applied to him first in 1914 in South Africa – is now used worldwide . In India , he is also called Bapu ( Gujarati : endearment for `` father '' , `` papa '' ) and Gandhi ji , and known as the Father of the Nation .	the Father of the; Mohandas Karamchand Gandhi; Gandhi; Gandhi; Mahātmā	India; South Africa; Gujarati; India			
246303	William Lyon Mackenzie ( March 12 , 1795 – August 28 , 1861 ) was a Scottish–born Canadian–American journalist and politician . His strong views on political equality and clean government drove him to outright rebellion in 1837 after a career as mayor of Toronto and in the colonial legislative assembly of Upper Canada ( Ontario ) . He led the 1837 Upper Canada Rebellion and during its bitter end he set up a small rebel enclave named `` Republic of Canada , '' where he served as president December 13 , 1837 to January 14 , 1838 . After a period of exile in the U.S. , he returned to Canada and served as elected member of the Legislative Assembly of the Province of Canada from 1851-1858 .	William Lyon Mackenzie	Canada; the Province of Canada; `` Republic of Canada; Toronto; U.S.			
16134	Jefferson Finis Davis ( June 3 , 1808 – December 6 , 1889 ) was an American politician who served as the only President of the Confederate States from 1861 to 1865 . As a member of the Democratic Party , he represented Mississippi in the United States Senate and the House of Representatives prior to switching allegiance to the Confederacy . He was appointed as the United States Secretary of War , serving from 1853 to 1857 , under President Franklin Pierce . Davis was born in Fairview , Kentucky , to a moderately prosperous farmer , the youngest of ten children .	Davis; Franklin Pierce; Jefferson Finis Davis	the United States; Fairview; Mississippi; the United States; the Confederate States; Kentucky			
1412864	Steven McManaman ( born 11 February 1972 ) is an English former footballer who played as a midfielder for Liverpool , Real Madrid and Manchester City . McManaman is the most decorated English footballer to have played for a club abroad , with the UEFA website stating that `` of all England 's footballing exports in the modern era , none was as successful as McManaman '' . He is currently a co-commentator on BT Sport football coverage . After nine years at Liverpool , during which time he won the FA Cup and League Cup , McManaman moved to Real Madrid in 1999 .	Steven McManaman	England; Manchester City; Liverpool			
2394550	Roy Hodgson ( born 9 August 1947 ) is an English football manager and former player , currently managing Premier League club Crystal Palace . Hodgson has managed sixteen different teams in eight countries , beginning in Sweden with Halmstads BK in the 1976 season . He later guided the Switzerland national team to the last 16 of the 1994 World Cup and qualification for Euro 1996 ; Switzerland had not qualified for a major tournament since the 1960s . From 2006 to 2007 , he managed the Finland national team , guiding them to their highest-ever FIFA ranking of 33rd place and coming close to qualifying for a major tournament for the first time in their history .	Roy Hodgson	Sweden; Finland; Switzerland; Halmstads; Switzerland			
157767	The Battle of Wagram ( ; 5–6 July 1809 ) was a military engagement of the Napoleonic Wars that ended in a costly but decisive victory for Emperor Napoleon I 's French and allied army against the Austrian army under the command of Archduke Charles of Austria-Teschen . The battle led to the breakup of the Fifth Coalition , the Austrian and British-led alliance against France . In 1809 , the French military presence in Germany was diminished as Napoleon transferred a number of soldiers to fight in the Peninsular War . As a result , the Austrian Empire saw its chance to recover some of its former sphere of influence and invaded the Kingdom of Bavaria , a French ally .	Archduke Charles; Wagram	Austria; France; Germany; the Kingdom of Bavaria			
165527	Dame Angela Brigid Lansbury , ( born October 16 , 1925 ) is an English-American-Irish actress who has appeared in theatre , television , and film . Her career has spanned seven decades , much of it in the United States , and her work has attracted international acclaim . Lansbury was born to Irish actress Moyna Macgill and English politician Edgar Lansbury , an upper-middle-class family in Regents Park , central London ; her paternal grandfather was the British Labour Party leader George Lansbury . To escape the Blitz , in 1940 she moved to the United States with her mother and two brothers , and studied acting in New York City .	Moyna Macgill; Brigid Lansbury; Edgar Lansbury; George Lansbury; Lansbury	the United States; the United States; Regents Park; New York City; London			
973437	Robert Andrew Berdella Jr. ( January 31 , 1949October 8 , 1992 ) was an American serial killer , known as The Kansas City Butcher and The Collector , who kidnapped , raped , tortured , and murdered at least six men between 1984 and 1987 in Kansas City , Missouri after having forced his victims to endure periods of up to six weeks of captivity . Describing his murders as being `` some of my darkest fantasies becoming my reality '' , Berdella pleaded guilty and was sentenced to life imprisonment without the possibility of parole for the first degree murder of one of his victims , Larry Pearson , in August 1988 , and would later plead guilty to one further charge of first degree murder , and four charges of second degree murder in December 1988 . He died of a heart attack while incarcerated at the Missouri State Penitentiary in October 1992 . Berdella became known as `` The Kansas City Butcher '' due to his practice of extensively dissecting his victims ' bodies , which he would then dispose of in garbage bags , and `` The Collector '' due to both the movie which he stated was the basis of the fantasies behind the modus operandi of his crimes , and much of the evidence subsequently uncovered by investigators .	Larry Pearson; Robert Andrew Berdella Jr.; Berdella	Kansas City; Missouri			
853925	Randy Steven Kraft ( born March 19 , 1945 ) is an American serial killer known as the Scorecard Killer , the Southern California Strangler and the Freeway Killer who murdered a minimum of 16 young men between 1972 and 1983 , the majority of which had been committed in California . Kraft is also believed to have committed the rape and murder of up to 51 other boys and young men . He was convicted in May 1989 and is currently incarcerated on death row at San Quentin State Prison in Marin County , California . Kraft became known as the `` Scorecard Killer '' , because upon his arrest investigators discovered a coded list containing cryptic references to his victims ; he is also sometimes referred to as the `` Freeway Killer '' , because many of his victims ' bodies were discovered beside or near freeways .	Randy Steven Kraft; Scorecard Killer; Freeway Killer	California; San Quentin State Prison; California; Marin County			
34119	William Gilbert `` W. G. '' Grace , ( 18 July 1848 – 23 October 1915 ) was an English amateur cricketer who was important in the development of the sport and is widely considered one of its greatest-ever players . Universally known as `` W. G. '' , he played first-class cricket for a record-equalling 44 seasons , from 1865 to 1908 , during which he captained England , Gloucestershire , the Gentlemen , Marylebone Cricket Club ( MCC ) , the United South of England Eleven ( USEE ) and several other teams . Right-handed as both batsman and bowler , Grace dominated the sport during his career . His technical innovations and enormous influence left a lasting legacy .	W. G. '' Grace; William Gilbert; W. G. ''; Gentlemen	England; Gloucestershire; the United South; England			
1959552	Barbara Heinemann Landmann ( January 11 , 1795 – May 21 , 1883 ) was twice a `` Werkzeug '' , or Instrument , for the Community of True Inspiration . A Werkzeug , under the influence of the gift of Inspiration , is thought by the Community to convey the word of the Lord to believers . Barbara was first a Werkzeug in Germany and in Alsace . She became a Werkzeug during the Christmas holidays of 1818 until she married George Landmann in 1823 .	Barbara; Barbara Heinemann Landmann; George Landmann	Werkzeug; Werkzeug; Germany; Alsace			
40400	James Abram Garfield ( November 19 , 1831 – September 19 , 1881 ) was the 20th President of the United States , serving from March 4 , 1881 , until his assassination later that year . Garfield had served nine terms in the House of Representatives , and had been elected to the Senate before his candidacy for the White House , though he declined the Senate seat once he was elected president . He is the only sitting House member to be elected president . Garfield was raised by his widowed mother in humble circumstances on an Ohio farm .	James Abram Garfield; Garfield; Garfield	the United States; Ohio			
2505476	Dmitry Sergeyevich Merezhkovsky ( ; – December 9 , 1941 ) was a Russian novelist , poet , religious thinker , and literary critic . A seminal figure of the Silver Age of Russian Poetry , regarded as a co-founder of the Symbolist movement , Merezhkovsky – with his poet wife Zinaida Gippius – was twice forced into political exile . During his second exile ( 1918–1941 ) he continued publishing successful novels and gained recognition as a critic of the Soviet Union . Known both as a self-styled religious prophet with his own slant on apocalyptic Christianity , and as the author of philosophical historical novels which combined fervent idealism with literary innovation , Merezhkovsky was nine times a nominee for the Nobel Prize in literature , which he came closest to winning in 1933 .	Zinaida Gippius; Dmitry Sergeyevich Merezhkovsky; Merezhkovsky	the Soviet Union			
